装备名称	大类型	副类型	详细类别	在界面上显示的小图（标准男）	在界面上显示的大图（标准男）	在界面上显示的小图（魁梧男）	在界面上显示的大图（魁梧男）	在界面上显示的小图（性感女）	在界面上显示的大图（性感女）	在界面上显示的小图（娇小女）	在界面上显示的大图（娇小女）	装备在身上的时候，使用的显示类型名字（标准男）	装备在身上的时候，使用的显示类型名字（魁梧男）	装备在身上的时候，使用的显示类型名字（性感女）	装备在身上的时候，使用的显示类型名字（娇小女）	装备在身上的时候，使用的显示类型名字（武器）	
宋朱雀将军中级笛	0	12	32546	\image\item\weapon\翠烟笛低级a1.spr	\image\item\weapon\翠烟笛低级a0.spr	\image\item\weapon\翠烟笛低级a1.spr	\image\item\weapon\翠烟笛低级a0.spr	\image\item\weapon\翠烟笛低级a1.spr	\image\item\weapon\翠烟笛低级a0.spr	\image\item\weapon\翠烟笛低级a1.spr	\image\item\weapon\翠烟笛低级a0.spr					翠烟笛20	
宋朱雀将军中级匕首	0	14	32547	\image\item\weapon\唐门匕首低级a1.spr	\image\item\weapon\唐门匕首低级a0.spr	\image\item\weapon\唐门匕首低级a1.spr	\image\item\weapon\唐门匕首低级a0.spr	\image\item\weapon\唐门匕首低级a1.spr	\image\item\weapon\唐门匕首低级a0.spr	\image\item\weapon\唐门匕首低级a1.spr	\image\item\weapon\唐门匕首低级a0.spr					唐匕首20	
宋朱雀将军中级剑	0	2	32548	\image\item\weapon\昆仑剑尊剑低级a1.spr	\image\item\weapon\昆仑剑尊剑低级a0.spr	\image\item\weapon\昆仑剑尊剑低级a1.spr	\image\item\weapon\昆仑剑尊剑低级a0.spr	\image\item\weapon\昆仑剑尊剑低级a1.spr	\image\item\weapon\昆仑剑尊剑低级a0.spr	\image\item\weapon\昆仑剑尊剑低级a1.spr	\image\item\weapon\昆仑剑尊剑低级a0.spr					剑尊剑20	
宋朱雀将军高级刀	0	3	32549	\image\item\weapon\少林刀高级a1.spr	\image\item\weapon\少林刀高级a0.spr	\image\item\weapon\少林刀高级a1.spr	\image\item\weapon\少林刀高级a0.spr	\image\item\weapon\少林刀高级a1.spr	\image\item\weapon\少林刀高级a0.spr	\image\item\weapon\少林刀高级a1.spr	\image\item\weapon\少林刀高级a0.spr					少林刀21	
宋朱雀将军高级杖	0	8	32550	\image\item\weapon\少林杖高级a1.spr	\image\item\weapon\少林杖高级a0.spr	\image\item\weapon\少林杖高级a1.spr	\image\item\weapon\少林杖高级a0.spr	\image\item\weapon\少林杖高级a1.spr	\image\item\weapon\少林杖高级a0.spr	\image\item\weapon\少林杖高级a1.spr	\image\item\weapon\少林杖高级a0.spr					少林禅21	
宋朱雀将军高级手	0	0	32551	\image\item\weapon\少林护手高级a1.spr	\image\item\weapon\少林护手高级a0.spr	\image\item\weapon\少林护手高级a1.spr	\image\item\weapon\少林护手高级a0.spr	\image\item\weapon\少林护手高级a1.spr	\image\item\weapon\少林护手高级a0.spr	\image\item\weapon\少林护手高级a1.spr	\image\item\weapon\少林护手高级a0.spr						
宋朱雀将军高级针	0	1	32552	\image\item\weapon\唐门暗器高级a1.spr	\image\item\weapon\唐门暗器高级a0.spr	\image\item\weapon\唐门暗器高级a1.spr	\image\item\weapon\唐门暗器高级a0.spr	\image\item\weapon\唐门暗器高级a1.spr	\image\item\weapon\唐门暗器高级a0.spr	\image\item\weapon\唐门暗器高级a1.spr	\image\item\weapon\唐门暗器高级a0.spr						
宋朱雀将军高级剑	0	2	32553	\image\item\weapon\峨眉剑高级a1.spr	\image\item\weapon\峨眉剑高级a0.spr	\image\item\weapon\峨眉剑高级a1.spr	\image\item\weapon\峨眉剑高级a0.spr	\image\item\weapon\峨眉剑高级a1.spr	\image\item\weapon\峨眉剑高级a0.spr	\image\item\weapon\峨眉剑高级a1.spr	\image\item\weapon\峨眉剑高级a0.spr					峨眉剑21	
宋朱雀将军高级琴	0	10	32554	\image\item\weapon\峨眉琴高级a1.spr	\image\item\weapon\峨眉琴高级a0.spr	\image\item\weapon\峨眉琴高级a1.spr	\image\item\weapon\峨眉琴高级a0.spr	\image\item\weapon\峨眉琴高级a1.spr	\image\item\weapon\峨眉琴高级a0.spr	\image\item\weapon\峨眉琴高级a1.spr	\image\item\weapon\峨眉琴高级a0.spr					峨眉琴21	
宋朱雀将军高级手	0	0	32555	\image\item\weapon\丐帮护手高级a1.spr	\image\item\weapon\丐帮护手高级a0.spr	\image\item\weapon\丐帮护手高级a1.spr	\image\item\weapon\丐帮护手高级a0.spr	\image\item\weapon\丐帮护手高级a1.spr	\image\item\weapon\丐帮护手高级a0.spr	\image\item\weapon\丐帮护手高级a1.spr	\image\item\weapon\丐帮护手高级a0.spr						
宋朱雀将军高级棍	0	5	32556	\image\item\weapon\丐帮棍高级a1.spr	\image\item\weapon\丐帮棍高级a0.spr	\image\item\weapon\丐帮棍高级a1.spr	\image\item\weapon\丐帮棍高级a0.spr	\image\item\weapon\丐帮棍高级a1.spr	\image\item\weapon\丐帮棍高级a0.spr	\image\item\weapon\丐帮棍高级a1.spr	\image\item\weapon\丐帮棍高级a0.spr					丐帮棍21	
宋朱雀将军高级剑	0	2	32557	\image\item\weapon\武当剑高级a1.spr	\image\item\weapon\武当剑高级a0.spr	\image\item\weapon\武当剑高级a1.spr	\image\item\weapon\武当剑高级a0.spr	\image\item\weapon\武当剑高级a1.spr	\image\item\weapon\武当剑高级a0.spr	\image\item\weapon\武当剑高级a1.spr	\image\item\weapon\武当剑高级a0.spr					武当剑21	
宋朱雀将军高级笔	0	9	32558	\image\item\weapon\武当笔高级a1.spr	\image\item\weapon\武当笔高级a0.spr	\image\item\weapon\武当笔高级a1.spr	\image\item\weapon\武当笔高级a0.spr	\image\item\weapon\武当笔高级a1.spr	\image\item\weapon\武当笔高级a0.spr	\image\item\weapon\武当笔高级a1.spr	\image\item\weapon\武当笔高级a0.spr					武当笔21	
宋朱雀将军高级枪	0	6	32559	\image\item\weapon\杨门枪高级a1.spr	\image\item\weapon\杨门枪高级a0.spr	\image\item\weapon\杨门枪高级a1.spr	\image\item\weapon\杨门枪高级a0.spr	\image\item\weapon\杨门枪高级a1.spr	\image\item\weapon\杨门枪高级a0.spr	\image\item\weapon\杨门枪高级a1.spr	\image\item\weapon\杨门枪高级a0.spr					杨门枪21	
宋朱雀将军高级弓	0	4	32560	\image\item\weapon\杨门弓高级a1.spr	\image\item\weapon\杨门弓高级a0.spr	\image\item\weapon\杨门弓高级a1.spr	\image\item\weapon\杨门弓高级a0.spr	\image\item\weapon\杨门弓高级a1.spr	\image\item\weapon\杨门弓高级a0.spr	\image\item\weapon\杨门弓高级a1.spr	\image\item\weapon\杨门弓高级a0.spr					杨门弓21	
宋朱雀将军高级双刀	0	7	32561	\image\item\weapon\五毒刀高级a1.spr	\image\item\weapon\五毒刀高级a0.spr	\image\item\weapon\五毒刀高级a1.spr	\image\item\weapon\五毒刀高级a0.spr	\image\item\weapon\五毒刀高级a1.spr	\image\item\weapon\五毒刀高级a0.spr	\image\item\weapon\五毒刀高级a1.spr	\image\item\weapon\五毒刀高级a0.spr					五毒刀21	
宋朱雀将军高级爪	0	11	32562	\image\item\weapon\五毒爪高级a1.spr	\image\item\weapon\五毒爪高级a0.spr	\image\item\weapon\五毒爪高级a1.spr	\image\item\weapon\五毒爪高级a0.spr	\image\item\weapon\五毒爪高级a1.spr	\image\item\weapon\五毒爪高级a0.spr	\image\item\weapon\五毒爪高级a1.spr	\image\item\weapon\五毒爪高级a0.spr					五毒爪21	
宋朱雀将军高级剑	0	2	32563	\image\item\weapon\昆仑天师剑高级a1.spr	\image\item\weapon\昆仑天师剑高级a0.spr	\image\item\weapon\昆仑天师剑高级a1.spr	\image\item\weapon\昆仑天师剑高级a0.spr	\image\item\weapon\昆仑天师剑高级a1.spr	\image\item\weapon\昆仑天师剑高级a0.spr	\image\item\weapon\昆仑天师剑高级a1.spr	\image\item\weapon\昆仑天师剑高级a0.spr					昆仑剑21	
宋朱雀将军高级刀	0	3	32564	\image\item\weapon\明教刀高级a1.spr	\image\item\weapon\明教刀高级a0.spr	\image\item\weapon\明教刀高级a1.spr	\image\item\weapon\明教刀高级a0.spr	\image\item\weapon\明教刀高级a1.spr	\image\item\weapon\明教刀高级a0.spr	\image\item\weapon\明教刀高级a1.spr	\image\item\weapon\明教刀高级a0.spr					明教刀21	
宋朱雀将军高级笔	0	9	32565	\image\item\weapon\明教笔高级a1.spr	\image\item\weapon\明教笔高级a0.spr	\image\item\weapon\明教笔高级a1.spr	\image\item\weapon\明教笔高级a0.spr	\image\item\weapon\明教笔高级a1.spr	\image\item\weapon\明教笔高级a0.spr	\image\item\weapon\明教笔高级a1.spr	\image\item\weapon\明教笔高级a0.spr					明教笔21	
宋朱雀将军高级爪	0	11	32566	\image\item\weapon\明教爪高级a1.spr	\image\item\weapon\明教爪高级a0.spr	\image\item\weapon\明教爪高级a1.spr	\image\item\weapon\明教爪高级a0.spr	\image\item\weapon\明教爪高级a1.spr	\image\item\weapon\明教爪高级a0.spr	\image\item\weapon\明教爪高级a1.spr	\image\item\weapon\明教爪高级a0.spr					明教爪21	
宋朱雀将军高级扇	0	13	32567	\image\item\weapon\翠烟扇高级a1.spr	\image\item\weapon\翠烟扇高级a0.spr	\image\item\weapon\翠烟扇高级a1.spr	\image\item\weapon\翠烟扇高级a0.spr	\image\item\weapon\翠烟扇高级a1.spr	\image\item\weapon\翠烟扇高级a0.spr	\image\item\weapon\翠烟扇高级a1.spr	\image\item\weapon\翠烟扇高级a0.spr					翠烟扇21	
宋朱雀将军高级笛	0	12	32568	\image\item\weapon\翠烟笛高级a1.spr	\image\item\weapon\翠烟笛高级a0.spr	\image\item\weapon\翠烟笛高级a1.spr	\image\item\weapon\翠烟笛高级a0.spr	\image\item\weapon\翠烟笛高级a1.spr	\image\item\weapon\翠烟笛高级a0.spr	\image\item\weapon\翠烟笛高级a1.spr	\image\item\weapon\翠烟笛高级a0.spr					翠烟笛21	
宋朱雀将军高级匕首	0	14	32569	\image\item\weapon\唐门匕首高级a1.spr	\image\item\weapon\唐门匕首高级a0.spr	\image\item\weapon\唐门匕首高级a1.spr	\image\item\weapon\唐门匕首高级a0.spr	\image\item\weapon\唐门匕首高级a1.spr	\image\item\weapon\唐门匕首高级a0.spr	\image\item\weapon\唐门匕首高级a1.spr	\image\item\weapon\唐门匕首高级a0.spr					唐匕首21	
宋朱雀将军高级剑	0	2	32570	\image\item\weapon\昆仑剑尊剑高级a1.spr	\image\item\weapon\昆仑剑尊剑高级a0.spr	\image\item\weapon\昆仑剑尊剑高级a1.spr	\image\item\weapon\昆仑剑尊剑高级a0.spr	\image\item\weapon\昆仑剑尊剑高级a1.spr	\image\item\weapon\昆仑剑尊剑高级a0.spr	\image\item\weapon\昆仑剑尊剑高级a1.spr	\image\item\weapon\昆仑剑尊剑高级a0.spr					剑尊剑21	
宋朱雀元帅初级刀	0	3	32571	\image\item\weapon\少林刀低级a1.spr	\image\item\weapon\少林刀低级a0.spr	\image\item\weapon\少林刀低级a1.spr	\image\item\weapon\少林刀低级a0.spr	\image\item\weapon\少林刀低级a1.spr	\image\item\weapon\少林刀低级a0.spr	\image\item\weapon\少林刀低级a1.spr	\image\item\weapon\少林刀低级a0.spr					少林刀20	
宋朱雀元帅初级杖	0	8	32572	\image\item\weapon\少林杖低级a1.spr	\image\item\weapon\少林杖低级a0.spr	\image\item\weapon\少林杖低级a1.spr	\image\item\weapon\少林杖低级a0.spr	\image\item\weapon\少林杖低级a1.spr	\image\item\weapon\少林杖低级a0.spr	\image\item\weapon\少林杖低级a1.spr	\image\item\weapon\少林杖低级a0.spr					少林禅20	
宋朱雀元帅初级手	0	0	32573	\image\item\weapon\少林护手低级a1.spr	\image\item\weapon\少林护手低级a0.spr	\image\item\weapon\少林护手低级a1.spr	\image\item\weapon\少林护手低级a0.spr	\image\item\weapon\少林护手低级a1.spr	\image\item\weapon\少林护手低级a0.spr	\image\item\weapon\少林护手低级a1.spr	\image\item\weapon\少林护手低级a0.spr						
宋朱雀元帅初级针	0	1	32574	\image\item\weapon\唐门暗器低级a1.spr	\image\item\weapon\唐门暗器低级a0.spr	\image\item\weapon\唐门暗器低级a1.spr	\image\item\weapon\唐门暗器低级a0.spr	\image\item\weapon\唐门暗器低级a1.spr	\image\item\weapon\唐门暗器低级a0.spr	\image\item\weapon\唐门暗器低级a1.spr	\image\item\weapon\唐门暗器低级a0.spr						
宋朱雀元帅初级剑	0	2	32575	\image\item\weapon\峨眉剑低级a1.spr	\image\item\weapon\峨眉剑低级a0.spr	\image\item\weapon\峨眉剑低级a1.spr	\image\item\weapon\峨眉剑低级a0.spr	\image\item\weapon\峨眉剑低级a1.spr	\image\item\weapon\峨眉剑低级a0.spr	\image\item\weapon\峨眉剑低级a1.spr	\image\item\weapon\峨眉剑低级a0.spr					峨眉剑20	
宋朱雀元帅初级琴	0	10	32576	\image\item\weapon\峨眉琴低级a1.spr	\image\item\weapon\峨眉琴低级a0.spr	\image\item\weapon\峨眉琴低级a1.spr	\image\item\weapon\峨眉琴低级a0.spr	\image\item\weapon\峨眉琴低级a1.spr	\image\item\weapon\峨眉琴低级a0.spr	\image\item\weapon\峨眉琴低级a1.spr	\image\item\weapon\峨眉琴低级a0.spr					峨眉琴20	
宋朱雀元帅初级手	0	0	32577	\image\item\weapon\丐帮护手低级a1.spr	\image\item\weapon\丐帮护手低级a0.spr	\image\item\weapon\丐帮护手低级a1.spr	\image\item\weapon\丐帮护手低级a0.spr	\image\item\weapon\丐帮护手低级a1.spr	\image\item\weapon\丐帮护手低级a0.spr	\image\item\weapon\丐帮护手低级a1.spr	\image\item\weapon\丐帮护手低级a0.spr						
宋朱雀元帅初级棍	0	5	32578	\image\item\weapon\丐帮棍低级a1.spr	\image\item\weapon\丐帮棍低级a0.spr	\image\item\weapon\丐帮棍低级a1.spr	\image\item\weapon\丐帮棍低级a0.spr	\image\item\weapon\丐帮棍低级a1.spr	\image\item\weapon\丐帮棍低级a0.spr	\image\item\weapon\丐帮棍低级a1.spr	\image\item\weapon\丐帮棍低级a0.spr					丐帮棍20	
宋朱雀元帅初级剑	0	2	32579	\image\item\weapon\武当剑初级a1.spr	\image\item\weapon\武当剑初级a0.spr	\image\item\weapon\武当剑初级a1.spr	\image\item\weapon\武当剑初级a0.spr	\image\item\weapon\武当剑初级a1.spr	\image\item\weapon\武当剑初级a0.spr	\image\item\weapon\武当剑初级a1.spr	\image\item\weapon\武当剑初级a0.spr					武当剑20	
宋朱雀元帅初级笔	0	9	32580	\image\item\weapon\武当笔低级a1.spr	\image\item\weapon\武当笔低级a0.spr	\image\item\weapon\武当笔低级a1.spr	\image\item\weapon\武当笔低级a0.spr	\image\item\weapon\武当笔低级a1.spr	\image\item\weapon\武当笔低级a0.spr	\image\item\weapon\武当笔低级a1.spr	\image\item\weapon\武当笔低级a0.spr					武当笔20	
宋朱雀元帅初级枪	0	6	32581	\image\item\weapon\杨门枪低级a1.spr	\image\item\weapon\杨门枪低级a0.spr	\image\item\weapon\杨门枪低级a1.spr	\image\item\weapon\杨门枪低级a0.spr	\image\item\weapon\杨门枪低级a1.spr	\image\item\weapon\杨门枪低级a0.spr	\image\item\weapon\杨门枪低级a1.spr	\image\item\weapon\杨门枪低级a0.spr					杨门枪20	
宋朱雀元帅初级弓	0	4	32582	\image\item\weapon\杨门弓低级a1.spr	\image\item\weapon\杨门弓低级a0.spr	\image\item\weapon\杨门弓低级a1.spr	\image\item\weapon\杨门弓低级a0.spr	\image\item\weapon\杨门弓低级a1.spr	\image\item\weapon\杨门弓低级a0.spr	\image\item\weapon\杨门弓低级a1.spr	\image\item\weapon\杨门弓低级a0.spr					杨门弓20	
宋朱雀元帅初级双刀	0	7	32583	\image\item\weapon\五毒刀低级a1.spr	\image\item\weapon\五毒刀低级a0.spr	\image\item\weapon\五毒刀低级a1.spr	\image\item\weapon\五毒刀低级a0.spr	\image\item\weapon\五毒刀低级a1.spr	\image\item\weapon\五毒刀低级a0.spr	\image\item\weapon\五毒刀低级a1.spr	\image\item\weapon\五毒刀低级a0.spr					五毒刀20	
宋朱雀元帅初级爪	0	11	32584	\image\item\weapon\五毒爪低级a1.spr	\image\item\weapon\五毒爪低级a0.spr	\image\item\weapon\五毒爪低级a1.spr	\image\item\weapon\五毒爪低级a0.spr	\image\item\weapon\五毒爪低级a1.spr	\image\item\weapon\五毒爪低级a0.spr	\image\item\weapon\五毒爪低级a1.spr	\image\item\weapon\五毒爪低级a0.spr					五毒爪20	
宋朱雀元帅初级剑	0	2	32585	\image\item\weapon\昆仑天师剑低级a1.spr	\image\item\weapon\昆仑天师剑低级a0.spr	\image\item\weapon\昆仑天师剑低级a1.spr	\image\item\weapon\昆仑天师剑低级a0.spr	\image\item\weapon\昆仑天师剑低级a1.spr	\image\item\weapon\昆仑天师剑低级a0.spr	\image\item\weapon\昆仑天师剑低级a1.spr	\image\item\weapon\昆仑天师剑低级a0.spr					昆仑剑20	
宋朱雀元帅初级刀	0	3	32586	\image\item\weapon\明教刀低级a1.spr	\image\item\weapon\明教刀低级a0.spr	\image\item\weapon\明教刀低级a1.spr	\image\item\weapon\明教刀低级a0.spr	\image\item\weapon\明教刀低级a1.spr	\image\item\weapon\明教刀低级a0.spr	\image\item\weapon\明教刀低级a1.spr	\image\item\weapon\明教刀低级a0.spr					明教刀20	
宋朱雀元帅初级笔	0	9	32587	\image\item\weapon\明教笔低级a1.spr	\image\item\weapon\明教笔低级a0.spr	\image\item\weapon\明教笔低级a1.spr	\image\item\weapon\明教笔低级a0.spr	\image\item\weapon\明教笔低级a1.spr	\image\item\weapon\明教笔低级a0.spr	\image\item\weapon\明教笔低级a1.spr	\image\item\weapon\明教笔低级a0.spr					明教笔20	
宋朱雀元帅初级爪	0	11	32588	\image\item\weapon\明教爪低级a1.spr	\image\item\weapon\明教爪低级a0.spr	\image\item\weapon\明教爪低级a1.spr	\image\item\weapon\明教爪低级a0.spr	\image\item\weapon\明教爪低级a1.spr	\image\item\weapon\明教爪低级a0.spr	\image\item\weapon\明教爪低级a1.spr	\image\item\weapon\明教爪低级a0.spr					明教爪20	
宋朱雀元帅初级扇	0	13	32589	\image\item\weapon\翠烟扇低级a1.spr	\image\item\weapon\翠烟扇低级a0.spr	\image\item\weapon\翠烟扇低级a1.spr	\image\item\weapon\翠烟扇低级a0.spr	\image\item\weapon\翠烟扇低级a1.spr	\image\item\weapon\翠烟扇低级a0.spr	\image\item\weapon\翠烟扇低级a1.spr	\image\item\weapon\翠烟扇低级a0.spr					翠烟扇20	
宋朱雀元帅初级笛	0	12	32590	\image\item\weapon\翠烟笛低级a1.spr	\image\item\weapon\翠烟笛低级a0.spr	\image\item\weapon\翠烟笛低级a1.spr	\image\item\weapon\翠烟笛低级a0.spr	\image\item\weapon\翠烟笛低级a1.spr	\image\item\weapon\翠烟笛低级a0.spr	\image\item\weapon\翠烟笛低级a1.spr	\image\item\weapon\翠烟笛低级a0.spr					翠烟笛20	
宋朱雀元帅初级匕首	0	14	32591	\image\item\weapon\唐门匕首低级a1.spr	\image\item\weapon\唐门匕首低级a0.spr	\image\item\weapon\唐门匕首低级a1.spr	\image\item\weapon\唐门匕首低级a0.spr	\image\item\weapon\唐门匕首低级a1.spr	\image\item\weapon\唐门匕首低级a0.spr	\image\item\weapon\唐门匕首低级a1.spr	\image\item\weapon\唐门匕首低级a0.spr					唐匕首20	
宋朱雀元帅初级剑	0	2	32592	\image\item\weapon\昆仑剑尊剑低级a1.spr	\image\item\weapon\昆仑剑尊剑低级a0.spr	\image\item\weapon\昆仑剑尊剑低级a1.spr	\image\item\weapon\昆仑剑尊剑低级a0.spr	\image\item\weapon\昆仑剑尊剑低级a1.spr	\image\item\weapon\昆仑剑尊剑低级a0.spr	\image\item\weapon\昆仑剑尊剑低级a1.spr	\image\item\weapon\昆仑剑尊剑低级a0.spr					剑尊剑20	
宋朱雀元帅中级刀	0	3	32593	\image\item\weapon\少林刀低级a1.spr	\image\item\weapon\少林刀低级a0.spr	\image\item\weapon\少林刀低级a1.spr	\image\item\weapon\少林刀低级a0.spr	\image\item\weapon\少林刀低级a1.spr	\image\item\weapon\少林刀低级a0.spr	\image\item\weapon\少林刀低级a1.spr	\image\item\weapon\少林刀低级a0.spr					少林刀20	
宋朱雀元帅中级杖	0	8	32594	\image\item\weapon\少林杖低级a1.spr	\image\item\weapon\少林杖低级a0.spr	\image\item\weapon\少林杖低级a1.spr	\image\item\weapon\少林杖低级a0.spr	\image\item\weapon\少林杖低级a1.spr	\image\item\weapon\少林杖低级a0.spr	\image\item\weapon\少林杖低级a1.spr	\image\item\weapon\少林杖低级a0.spr					少林禅20	
宋朱雀元帅中级手	0	0	32595	\image\item\weapon\少林护手低级a1.spr	\image\item\weapon\少林护手低级a0.spr	\image\item\weapon\少林护手低级a1.spr	\image\item\weapon\少林护手低级a0.spr	\image\item\weapon\少林护手低级a1.spr	\image\item\weapon\少林护手低级a0.spr	\image\item\weapon\少林护手低级a1.spr	\image\item\weapon\少林护手低级a0.spr						
宋朱雀元帅中级针	0	1	32596	\image\item\weapon\唐门暗器低级a1.spr	\image\item\weapon\唐门暗器低级a0.spr	\image\item\weapon\唐门暗器低级a1.spr	\image\item\weapon\唐门暗器低级a0.spr	\image\item\weapon\唐门暗器低级a1.spr	\image\item\weapon\唐门暗器低级a0.spr	\image\item\weapon\唐门暗器低级a1.spr	\image\item\weapon\唐门暗器低级a0.spr						
