Tªn tr©n ch©u	Lo¹i h×nh chÝnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Dù L­u	Ö÷ÊôÐÔID£¬¶ÔÓ¦left_pearl_attr.txt	¸±ÊôÐÔ³ØID£¬¶ÔÓ¦left_pearl_attr_group.txt	Dù L­u	Dù L­u	Dù L­u	Ph©n lo¹i: 1 NhËt 2 NguyÖt 3 Tinh 4 ThÇn 5 Thiªn 6 §Þa 7 S¬n 8 H¶i 9 Phong 10 Vô 11 Xu©n 12 H¹ 13 Thu 14 §«ng 15 Thñy 16 Th¹ch 17 V©n 18 Vò 19 TuyÕt 20 S­¬ng	§¾ng cÊp yªu cÇu	Giíi tÝnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bÞ sÏ hiÓn thÞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thÞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dÞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Gi¸ trÞ	
TuyÕt-To¸i Ngäc	0	122	515	0	0			37	19				19	100				\image\item\canghaiyizhu\Ñ©3a1.spr	\image\item\canghaiyizhu\Ñ©3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
TuyÕt-Ngù K×nh	0	122	516	0	0			4	19				19	100				\image\item\canghaiyizhu\Ñ©3a1.spr	\image\item\canghaiyizhu\Ñ©3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
TuyÕt-Hµn T«	0	122	517	0	0			55	19				19	100				\image\item\canghaiyizhu\Ñ©4a1.spr	\image\item\canghaiyizhu\Ñ©4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
TuyÕt-Ng­ng Vò	0	122	518	0	0			56	19				19	100				\image\item\canghaiyizhu\Ñ©4a1.spr	\image\item\canghaiyizhu\Ñ©4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
TuyÕt-To¸i Ngäc	0	122	519	0	0			37	19				19	100				\image\item\canghaiyizhu\Ñ©4a1.spr	\image\item\canghaiyizhu\Ñ©4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
TuyÕt-Ngù K×nh	0	122	520	0	0			4	19				19	100				\image\item\canghaiyizhu\Ñ©4a1.spr	\image\item\canghaiyizhu\Ñ©4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
TuyÕt-Hµn T«	0	122	521	0	0			55	59				19	100				\image\item\canghaiyizhu\Ñ©5a1.spr	\image\item\canghaiyizhu\Ñ©5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
TuyÕt-Ng­ng Vò	0	122	522	0	0			56	59				19	100				\image\item\canghaiyizhu\Ñ©5a1.spr	\image\item\canghaiyizhu\Ñ©5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
TuyÕt-To¸i Ngäc	0	122	523	0	0			37	59				19	100				\image\item\canghaiyizhu\Ñ©5a1.spr	\image\item\canghaiyizhu\Ñ©5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
TuyÕt-Ngù K×nh	0	122	524	0	0			4	59				19	100				\image\item\canghaiyizhu\Ñ©5a1.spr	\image\item\canghaiyizhu\Ñ©5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
TuyÕt-Hµn T«	0	122	525	0	0			55	39				19	100				\image\item\canghaiyizhu\Ñ©6a1.spr	\image\item\canghaiyizhu\Ñ©6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
TuyÕt-Ng­ng Vò	0	122	526	0	0			56	39				19	100				\image\item\canghaiyizhu\Ñ©6a1.spr	\image\item\canghaiyizhu\Ñ©6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
TuyÕt-To¸i Ngäc	0	122	527	0	0			37	39				19	100				\image\item\canghaiyizhu\Ñ©6a1.spr	\image\item\canghaiyizhu\Ñ©6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
TuyÕt-Ngù K×nh	0	122	528	0	0			4	39				19	100				\image\item\canghaiyizhu\Ñ©6a1.spr	\image\item\canghaiyizhu\Ñ©6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
TuyÕt-Hµn T«	0	122	529	0	0			55	39				19	100				\image\item\canghaiyizhu\Ñ©7a1.spr	\image\item\canghaiyizhu\Ñ©7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
TuyÕt-Ng­ng Vò	0	122	530	0	0			56	39				19	100				\image\item\canghaiyizhu\Ñ©7a1.spr	\image\item\canghaiyizhu\Ñ©7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
TuyÕt-To¸i Ngäc	0	122	531	0	0			37	39				19	100				\image\item\canghaiyizhu\Ñ©7a1.spr	\image\item\canghaiyizhu\Ñ©7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
TuyÕt-Ngù K×nh	0	122	532	0	0			4	39				19	100				\image\item\canghaiyizhu\Ñ©7a1.spr	\image\item\canghaiyizhu\Ñ©7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
S­¬ng-Thanh N÷	0	122	533	0	0			57	20				20	100				\image\item\canghaiyizhu\Ëª1a1.spr	\image\item\canghaiyizhu\Ëª1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
S­¬ng-Vi TiÕt	0	122	534	0	0			58	20				20	100				\image\item\canghaiyizhu\Ëª1a1.spr	\image\item\canghaiyizhu\Ëª1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
S­¬ng-S­¬ng Tù	0	122	535	0	0			15	20				20	100				\image\item\canghaiyizhu\Ëª1a1.spr	\image\item\canghaiyizhu\Ëª1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
S­¬ng-Ngù K×nh	0	122	536	0	0			4	20				20	100				\image\item\canghaiyizhu\Ëª1a1.spr	\image\item\canghaiyizhu\Ëª1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
S­¬ng-Thanh N÷	0	122	537	0	0			57	20				20	100				\image\item\canghaiyizhu\Ëª2a1.spr	\image\item\canghaiyizhu\Ëª2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
S­¬ng-Vi TiÕt	0	122	538	0	0			58	20				20	100				\image\item\canghaiyizhu\Ëª2a1.spr	\image\item\canghaiyizhu\Ëª2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
S­¬ng-S­¬ng Tù	0	122	539	0	0			15	20				20	100				\image\item\canghaiyizhu\Ëª2a1.spr	\image\item\canghaiyizhu\Ëª2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
S­¬ng-Ngù K×nh	0	122	540	0	0			4	20				20	100				\image\item\canghaiyizhu\Ëª2a1.spr	\image\item\canghaiyizhu\Ëª2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
S­¬ng-Thanh N÷	0	122	541	0	0			57	20				20	100				\image\item\canghaiyizhu\Ëª3a1.spr	\image\item\canghaiyizhu\Ëª3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
S­¬ng-Vi TiÕt	0	122	542	0	0			58	20				20	100				\image\item\canghaiyizhu\Ëª3a1.spr	\image\item\canghaiyizhu\Ëª3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
S­¬ng-S­¬ng Tù	0	122	543	0	0			15	20				20	100				\image\item\canghaiyizhu\Ëª3a1.spr	\image\item\canghaiyizhu\Ëª3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
S­¬ng-Ngù K×nh	0	122	544	0	0			4	20				20	100				\image\item\canghaiyizhu\Ëª3a1.spr	\image\item\canghaiyizhu\Ëª3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
S­¬ng-Thanh N÷	0	122	545	0	0			57	20				20	100				\image\item\canghaiyizhu\Ëª4a1.spr	\image\item\canghaiyizhu\Ëª4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
S­¬ng-Vi TiÕt	0	122	546	0	0			58	20				20	100				\image\item\canghaiyizhu\Ëª4a1.spr	\image\item\canghaiyizhu\Ëª4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
S­¬ng-S­¬ng Tù	0	122	547	0	0			15	20				20	100				\image\item\canghaiyizhu\Ëª4a1.spr	\image\item\canghaiyizhu\Ëª4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
S­¬ng-Ngù K×nh	0	122	548	0	0			4	20				20	100				\image\item\canghaiyizhu\Ëª4a1.spr	\image\item\canghaiyizhu\Ëª4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
S­¬ng-Thanh N÷	0	122	549	0	0			57	60				20	100				\image\item\canghaiyizhu\Ëª5a1.spr	\image\item\canghaiyizhu\Ëª5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
S­¬ng-Vi TiÕt	0	122	550	0	0			58	60				20	100				\image\item\canghaiyizhu\Ëª5a1.spr	\image\item\canghaiyizhu\Ëª5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
S­¬ng-S­¬ng Tù	0	122	551	0	0			15	60				20	100				\image\item\canghaiyizhu\Ëª5a1.spr	\image\item\canghaiyizhu\Ëª5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
S­¬ng-Ngù K×nh	0	122	552	0	0			4	60				20	100				\image\item\canghaiyizhu\Ëª5a1.spr	\image\item\canghaiyizhu\Ëª5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
S­¬ng-Thanh N÷	0	122	553	0	0			57	40				20	100				\image\item\canghaiyizhu\Ëª6a1.spr	\image\item\canghaiyizhu\Ëª6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
S­¬ng-Vi TiÕt	0	122	554	0	0			58	40				20	100				\image\item\canghaiyizhu\Ëª6a1.spr	\image\item\canghaiyizhu\Ëª6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
S­¬ng-S­¬ng Tù	0	122	555	0	0			15	40				20	100				\image\item\canghaiyizhu\Ëª6a1.spr	\image\item\canghaiyizhu\Ëª6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
S­¬ng-Ngù K×nh	0	122	556	0	0			4	40				20	100				\image\item\canghaiyizhu\Ëª6a1.spr	\image\item\canghaiyizhu\Ëª6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
S­¬ng-Thanh N÷	0	122	557	0	0			57	40				20	100				\image\item\canghaiyizhu\Ëª7a1.spr	\image\item\canghaiyizhu\Ëª7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
S­¬ng-Vi TiÕt	0	122	558	0	0			58	40				20	100				\image\item\canghaiyizhu\Ëª7a1.spr	\image\item\canghaiyizhu\Ëª7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
S­¬ng-S­¬ng Tù	0	122	559	0	0			15	40				20	100				\image\item\canghaiyizhu\Ëª7a1.spr	\image\item\canghaiyizhu\Ëª7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
S­¬ng-Ngù K×nh	0	122	560	0	0			4	40				20	100				\image\item\canghaiyizhu\Ëª7a1.spr	\image\item\canghaiyizhu\Ëª7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
