ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey	
37857	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32185;1	1	1	23		1	35159			
37858	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32185;1	1	2	23		1	35159			
37859	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32186;1	1	1	25		1	35160			
37860	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32186;1	1	2	25		1	35160			
37861	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32186;1	2	3	25		1	35160			
37862	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32186;1	2	4	25		1	35160			
37863	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32187;1	1	1	26		1	35161			
37864	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32187;1	1	2	26		1	35161			
37865	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32187;1	2	3	26		1	35161			
37866	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32187;1	2	4	26		1	35161			
37867	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32188;1	1	1	27		1	35162			
37868	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32188;1	1	2	27		1	35162			
37869	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32188;1	2	3	27		1	35162			
37870	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32188;1	2	4	27		1	35162			
37871	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32189;1	2	3	29		1	35163			
37872	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32189;1	2	4	29		1	35163			
37873	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32190;1	2	3	30		1	35164			
37874	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32190;1	2	4	30		1	35164			
37875	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32191;1	1	1	31		1	35165			
37876	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32191;1	1	2	31		1	35165			
37877	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32191;1	2	3	31		1	35165			
37878	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32191;1	2	4	31		1	35165			
37879	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32192;1	1	1	32		1	35166			
37880	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32192;1	1	2	32		1	35166			
37881	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32193;1	1	1	2		1	35167			
37882	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32193;1	1	2	2		1	35167			
37883	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32194;1	1	1	3		1	35168			
37884	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32194;1	1	2	3		1	35168			
37885	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32195;1	1	1	4		1	35169			
37886	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32195;1	1	2	4		1	35169			
37887	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32196;1	1	1	6		1	35170			
37888	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32196;1	1	2	6		1	35170			
37889	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32196;1	2	3	6		1	35170			
37890	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32196;1	2	4	6		1	35170			
37891	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32197;1	2	3	8		1	35171			
37892	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32197;1	2	4	8		1	35171			
37893	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32198;1	2	3	9		1	35172			
37894	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32198;1	2	4	9		1	35172			
37895	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32199;1	1	1	11		1	35173			
37896	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32199;1	1	2	11		1	35173			
37897	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32199;1	2	3	11		1	35173			
37898	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32199;1	2	4	11		1	35173			
37899	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32200;1	1	1	12		1	35174			
37900	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32200;1	1	2	12		1	35174			
37901	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32200;1	2	3	12		1	35174			
37902	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32200;1	2	4	12		1	35174			
37903	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32201;1	1	1	14		1	35175			
37904	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32201;1	1	2	14		1	35175			
37905	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32201;1	2	3	14		1	35175			
37906	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32201;1	2	4	14		1	35175			
37907	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32202;1	1	1	15		1	35176			
37908	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32202;1	1	2	15		1	35176			
37909	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32202;1	2	3	15		1	35176			
37910	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32202;1	2	4	15		1	35176			
37911	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32203;1	1	1	17		1	35177			
37912	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32203;1	1	2	17		1	35177			
37913	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32203;1	2	3	17		1	35177			
37914	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32203;1	2	4	17		1	35177			
37915	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32204;1	1	1	18		1	35178			
37916	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32204;1	1	2	18		1	35178			
37917	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32204;1	2	3	18		1	35178			
37918	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32204;1	2	4	18		1	35178			
37919	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32205;1	1	1	20		1	35179			
37920	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32205;1	1	2	20		1	35179			
37921	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32205;1	2	3	20		1	35179			
37922	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32205;1	2	4	20		1	35179			
37923	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32206;1	1	1	21		1	35180			
37924	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32206;1	1	2	21		1	35180			
37925	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32206;1	2	3	21		1	35180			
37926	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32206;1	2	4	21		1	35180			
37927	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32207;1	1	1	23		1	35181			
37928	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32207;1	1	2	23		1	35181			
37929	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32208;1	1	1	25		1	35182			
37930	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32208;1	1	2	25		1	35182			
37931	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32208;1	2	3	25		1	35182			
37932	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32208;1	2	4	25		1	35182			
37933	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32209;1	1	1	26		1	35183			
37934	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32209;1	1	2	26		1	35183			
37935	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32209;1	2	3	26		1	35183			
37936	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32209;1	2	4	26		1	35183			
37937	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32210;1	1	1	27		1	35184			
37938	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32210;1	1	2	27		1	35184			
37939	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32210;1	2	3	27		1	35184			
37940	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32210;1	2	4	27		1	35184			
37941	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32211;1	2	3	29		1	35185			
37942	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32211;1	2	4	29		1	35185			
37943	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32212;1	2	3	30		1	35186			
37944	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32212;1	2	4	30		1	35186			
37945	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32213;1	1	1	31		1	35187			
37946	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32213;1	1	2	31		1	35187			
37947	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32213;1	2	3	31		1	35187			
37948	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32213;1	2	4	31		1	35187			
37949	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32214;1	1	1	32		1	35188			
37950	Tèng-Uy Hæ Nguyªn So¸i Kh«i	0;103;32214;1	1	2	32		1	35188			
37951	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32215;1	1	1	2		1	35189			
37952	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32215;1	1	2	2		1	35189			
37953	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32216;1	1	1	3		1	35190			
37954	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32216;1	1	2	3		1	35190			
37955	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32217;1	1	1	4		1	35191			
37956	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32217;1	1	2	4		1	35191			
37957	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32218;1	1	1	6		1	35192			
37958	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32218;1	1	2	6		1	35192			
37959	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32218;1	2	3	6		1	35192			
37960	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32218;1	2	4	6		1	35192			
37961	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32219;1	2	3	8		1	35193			
37962	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32219;1	2	4	8		1	35193			
37963	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32220;1	2	3	9		1	35194			
37964	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32220;1	2	4	9		1	35194			
37965	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32221;1	1	1	11		1	35195			
37966	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32221;1	1	2	11		1	35195			
37967	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32221;1	2	3	11		1	35195			
37968	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32221;1	2	4	11		1	35195			
37969	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32222;1	1	1	12		1	35196			
37970	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32222;1	1	2	12		1	35196			
37971	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32222;1	2	3	12		1	35196			
37972	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32222;1	2	4	12		1	35196			
37973	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32223;1	1	1	14		1	35197			
37974	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32223;1	1	2	14		1	35197			
37975	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32223;1	2	3	14		1	35197			
37976	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32223;1	2	4	14		1	35197			
37977	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32224;1	1	1	15		1	35198			
37978	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32224;1	1	2	15		1	35198			
37979	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32224;1	2	3	15		1	35198			
37980	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32224;1	2	4	15		1	35198			
37981	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32225;1	1	1	17		1	35199			
37982	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32225;1	1	2	17		1	35199			
37983	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32225;1	2	3	17		1	35199			
37984	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32225;1	2	4	17		1	35199			
37985	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32226;1	1	1	18		1	35200			
37986	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32226;1	1	2	18		1	35200			
37987	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32226;1	2	3	18		1	35200			
37988	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32226;1	2	4	18		1	35200			
37989	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32227;1	1	1	20		1	35201			
37990	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32227;1	1	2	20		1	35201			
37991	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32227;1	2	3	20		1	35201			
37992	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32227;1	2	4	20		1	35201			
37993	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32228;1	1	1	21		1	35202			
37994	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32228;1	1	2	21		1	35202			
37995	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32228;1	2	3	21		1	35202			
37996	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32228;1	2	4	21		1	35202			
37997	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32229;1	1	1	23		1	35203			
37998	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32229;1	1	2	23		1	35203			
37999	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32230;1	1	1	25		1	35204			
38000	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32230;1	1	2	25		1	35204			
38001	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32230;1	2	3	25		1	35204			
38002	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32230;1	2	4	25		1	35204			
38003	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32231;1	1	1	26		1	35205			
38004	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32231;1	1	2	26		1	35205			
38005	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32231;1	2	3	26		1	35205			
38006	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32231;1	2	4	26		1	35205			
38007	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32232;1	1	1	27		1	35206			
38008	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32232;1	1	2	27		1	35206			
38009	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32232;1	2	3	27		1	35206			
38010	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32232;1	2	4	27		1	35206			
38011	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32233;1	2	3	29		1	35207			
38012	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32233;1	2	4	29		1	35207			
38013	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32234;1	2	3	30		1	35208			
38014	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32234;1	2	4	30		1	35208			
38015	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32235;1	1	1	31		1	35209			
38016	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32235;1	1	2	31		1	35209			
38017	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32235;1	2	3	31		1	35209			
38018	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32235;1	2	4	31		1	35209			
38019	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32236;1	1	1	32		1	35210			
38020	Liªu-Uy Hæ T­íng Qu©n Kh«i	0;103;32236;1	1	2	32		1	35210			
38021	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32237;1	1	1	2		1	35211			
38022	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32237;1	1	2	2		1	35211			
38023	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32238;1	1	1	3		1	35212			
38024	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32238;1	1	2	3		1	35212			
38025	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32239;1	1	1	4		1	35213			
38026	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32239;1	1	2	4		1	35213			
38027	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32240;1	1	1	6		1	35214			
38028	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32240;1	1	2	6		1	35214			
38029	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32240;1	2	3	6		1	35214			
38030	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32240;1	2	4	6		1	35214			
38031	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32241;1	2	3	8		1	35215			
38032	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32241;1	2	4	8		1	35215			
38033	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32242;1	2	3	9		1	35216			
38034	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32242;1	2	4	9		1	35216			
38035	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32243;1	1	1	11		1	35217			
38036	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32243;1	1	2	11		1	35217			
38037	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32243;1	2	3	11		1	35217			
38038	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32243;1	2	4	11		1	35217			
38039	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32244;1	1	1	12		1	35218			
38040	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32244;1	1	2	12		1	35218			
38041	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32244;1	2	3	12		1	35218			
38042	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32244;1	2	4	12		1	35218			
38043	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32245;1	1	1	14		1	35219			
38044	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32245;1	1	2	14		1	35219			
38045	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32245;1	2	3	14		1	35219			
38046	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32245;1	2	4	14		1	35219			
38047	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32246;1	1	1	15		1	35220			
38048	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32246;1	1	2	15		1	35220			
38049	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32246;1	2	3	15		1	35220			
38050	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32246;1	2	4	15		1	35220			
38051	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32247;1	1	1	17		1	35221			
38052	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32247;1	1	2	17		1	35221			
38053	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32247;1	2	3	17		1	35221			
38054	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32247;1	2	4	17		1	35221			
38055	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32248;1	1	1	18		1	35222			
38056	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32248;1	1	2	18		1	35222			
38057	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32248;1	2	3	18		1	35222			
38058	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32248;1	2	4	18		1	35222			
38059	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32249;1	1	1	20		1	35223			
38060	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32249;1	1	2	20		1	35223			
38061	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32249;1	2	3	20		1	35223			
38062	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32249;1	2	4	20		1	35223			
38063	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32250;1	1	1	21		1	35224			
38064	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32250;1	1	2	21		1	35224			
38065	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32250;1	2	3	21		1	35224			
38066	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32250;1	2	4	21		1	35224			
38067	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32251;1	1	1	23		1	35225			
38068	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32251;1	1	2	23		1	35225			
38069	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32252;1	1	1	25		1	35226			
38070	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32252;1	1	2	25		1	35226			
38071	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32252;1	2	3	25		1	35226			
38072	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32252;1	2	4	25		1	35226			
38073	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32253;1	1	1	26		1	35227			
38074	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32253;1	1	2	26		1	35227			
38075	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32253;1	2	3	26		1	35227			
38076	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32253;1	2	4	26		1	35227			
38077	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32254;1	1	1	27		1	35228			
38078	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32254;1	1	2	27		1	35228			
38079	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32254;1	2	3	27		1	35228			
38080	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32254;1	2	4	27		1	35228			
38081	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32255;1	2	3	29		1	35229			
38082	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32255;1	2	4	29		1	35229			
38083	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32256;1	2	3	30		1	35230			
38084	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32256;1	2	4	30		1	35230			
38085	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32257;1	1	1	31		1	35231			
38086	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32257;1	1	2	31		1	35231			
38087	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32257;1	2	3	31		1	35231			
38088	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32257;1	2	4	31		1	35231			
38089	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32258;1	1	1	32		1	35232			
38090	Liªu-Uy Hæ Nguyªn So¸i Kh«i	0;103;32258;1	1	2	32		1	35232			
38091	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32171;1	1	1	2		1	35233			
38092	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32171;1	1	2	2		1	35233			
38093	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32172;1	1	1	3		1	35234			
38094	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32172;1	1	2	3		1	35234			
38095	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32173;1	1	1	4		1	35235			
38096	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32173;1	1	2	4		1	35235			
38097	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32174;1	1	1	6		1	35236			
38098	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32174;1	1	2	6		1	35236			
38099	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32174;1	2	3	6		1	35236			
38100	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32174;1	2	4	6		1	35236			
38101	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32175;1	2	3	8		1	35237			
38102	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32175;1	2	4	8		1	35237			
38103	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32176;1	2	3	9		1	35238			
38104	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32176;1	2	4	9		1	35238			
38105	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32177;1	1	1	11		1	35239			
38106	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32177;1	1	2	11		1	35239			
38107	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32177;1	2	3	11		1	35239			
38108	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32177;1	2	4	11		1	35239			
38109	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32178;1	1	1	12		1	35240			
38110	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32178;1	1	2	12		1	35240			
38111	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32178;1	2	3	12		1	35240			
38112	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32178;1	2	4	12		1	35240			
38113	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32179;1	1	1	14		1	35241			
38114	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32179;1	1	2	14		1	35241			
38115	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32179;1	2	3	14		1	35241			
38116	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32179;1	2	4	14		1	35241			
38117	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32180;1	1	1	15		1	35242			
38118	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32180;1	1	2	15		1	35242			
38119	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32180;1	2	3	15		1	35242			
38120	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32180;1	2	4	15		1	35242			
38121	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32181;1	1	1	17		1	35243			
38122	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32181;1	1	2	17		1	35243			
38123	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32181;1	2	3	17		1	35243			
38124	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32181;1	2	4	17		1	35243			
38125	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32182;1	1	1	18		1	35244			
38126	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32182;1	1	2	18		1	35244			
38127	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32182;1	2	3	18		1	35244			
38128	Tèng-Uy Hæ T­íng Qu©n Y	0;100;32182;1	2	4	18		1	35244			
