Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Håi phôc thuéc tİnh1	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (1)	Håi phôc thuéc tİnh2	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (2)	Håi phôc thuéc tİnh3	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (3)	Håi phôc thuéc tİnh4	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (4)	Thêi gian duy tr× hiÖu lùc (Sè ch½n)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u 2	L­u 3
Phèi th¹ch cÊp 7 (néi phßng h¹ y)	2	21	2344	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi phßng t¨ng 40 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (ngo¹i phßng nãn)	2	21	2345	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 4 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (ngo¹i phßng nãn)	2	21	2346	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 10 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (ngo¹i phßng nãn)	2	21	2347	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 16 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (ngo¹i phßng nãn)	2	21	2348	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 22 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (ngo¹i phßng nãn)	2	21	2349	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 28 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (ngo¹i phßng nãn)	2	21	2350	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 34 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (ngo¹i phßng nãn)	2	21	2351	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 40 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (ngo¹i phßng ¸o)	2	21	2352	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 4 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (ngo¹i phßng ¸o)	2	21	2353	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 10 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (ngo¹i phßng ¸o)	2	21	2354	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 16 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (ngo¹i phßng ¸o)	2	21	2355	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 22 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (ngo¹i phßng ¸o)	2	21	2356	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 28 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (ngo¹i phßng ¸o)	2	21	2357	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 34 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (ngo¹i phßng ¸o)	2	21	2358	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 40 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (ngo¹i phßng h¹ y)	2	21	2359	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 4 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (ngo¹i phßng h¹ y)	2	21	2360	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 10 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (ngo¹i phßng h¹ y)	2	21	2361	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 16 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (ngo¹i phßng h¹ y)	2	21	2362	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 22 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (ngo¹i phßng h¹ y)	2	21	2363	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 28 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (ngo¹i phßng h¹ y)	2	21	2364	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 34 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (ngo¹i phßng h¹ y)	2	21	2365	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, phßng thñ ngo¹i c«ng t¨ng 40 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (gi¶m n.lùc tiªu hao)	2	21	2366	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi lùc tiªu hao gi¶m 6 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (gi¶m n.lùc tiªu hao)	2	21	2367	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi lùc tiªu hao gi¶m 10 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (gi¶m n.lùc tiªu hao)	2	21	2368	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi lùc tiªu hao gi¶m 14 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (gi¶m n.lùc tiªu hao)	2	21	2369	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi lùc tiªu hao gi¶m 18 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (gi¶m n.lùc tiªu hao)	2	21	2370	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi lùc tiªu hao gi¶m 22 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (gi¶m n.lùc tiªu hao)	2	21	2371	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi lùc tiªu hao gi¶m 26 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (gi¶m n.lùc tiªu hao)	2	21	2372	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi lùc tiªu hao gi¶m 30 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (t.c«ng m¹nh nhÊt)	2	21	2373	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, x¸c suÊt tÊn c«ng m¹nh nhÊt 2 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (t.c«ng m¹nh nhÊt)	2	21	2374	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, x¸c suÊt tÊn c«ng m¹nh nhÊt 5 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (t.c«ng m¹nh nhÊt)	2	21	2375	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, x¸c suÊt tÊn c«ng m¹nh nhÊt 8 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (t.c«ng m¹nh nhÊt)	2	21	2376	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, x¸c suÊt tÊn c«ng m¹nh nhÊt 11 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (t.c«ng m¹nh nhÊt)	2	21	2377	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, x¸c suÊt tÊn c«ng m¹nh nhÊt 14 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (.c«ng m¹nh nhÊt)	2	21	2378	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, x¸c suÊt tÊn c«ng m¹nh nhÊt 17 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (t.c«ng m¹nh nhÊt)	2	21	2379	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, x¸c suÊt tÊn c«ng m¹nh nhÊt 20 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (hñy sinh lùc)	2	21	2380	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, hñy sinh lùc ®èi ph­¬ng 5 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (hñy sinh lùc)	2	21	2381	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, hñy sinh lùc ®èi ph­¬ng 10 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (hñy sinh lùc)	2	21	2382	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, hñy sinh lùc ®èi ph­¬ng 15 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (hñy sinh lùc)	2	21	2383	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, hñy sinh lùc ®èi ph­¬ng 20 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (hñy nguyªn khİ)	2	21	2384	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, hñy nguyªn khİ ®èi ph­¬ng 5 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (hñy nguyªn khİ)	2	21	2385	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, hñy nguyªn khİ ®èi ph­¬ng 10 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (hñy nguyªn khİ)	2	21	2386	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, hñy nguyªn khİ ®èi ph­¬ng 15 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (hñy nguyªn khİ)	2	21	2387	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, hñy nguyªn khİ ®èi ph­¬ng 20 (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (kh¸ng ®éc nãn)	2	21	2388	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 10 ®iÓm (nãn)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (kh¸ng ®éc nãn)	2	21	2389	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, kh¸ng ®éc gi¶m 15 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (kh¸ng ®éc nãn)	2	21	2390	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 20 ®iÓm (nãn)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (kh¸ng ®éc nãn)	2	21	2391	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 25 ®iÓm (nãn)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (kh¸ng ®éc nãn)	2	21	2392	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 30 ®iÓm (nãn)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (kh¸ng ®éc nãn)	2	21	2393	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 35 ®iÓm (nãn)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (kh¸ng ®éc nãn)	2	21	2394	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 40 ®iÓm (nãn)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (kh¸ng ®éc ¸o)	2	21	2395	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 10 ®iÓm (y phôc)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (kh¸ng ®éc ¸o)	2	21	2396	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, kh¸ng ®éc gi¶m 15 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (kh¸ng ®éc ¸o)	2	21	2397	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 20 ®iÓm (y phôc)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (kh¸ng ®éc ¸o)	2	21	2398	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 25 ®iÓm (y phôc)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (kh¸ng ®éc ¸o)	2	21	2399	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 30 ®iÓm (y phôc)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (kh¸ng ®éc ¸o)	2	21	2400	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 35 ®iÓm (y phôc)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (kh¸ng ®éc ¸o)	2	21	2401	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 40 ®iÓm (y phôc)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (kh¸ng ®éc h¹ y)	2	21	2402	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 10 ®iÓm (h¹ trang)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (kh¸ng ®éc h¹ y)	2	21	2403	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, kh¸ng ®éc gi¶m 15 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (kh¸ng ®éc h¹ y)	2	21	2404	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 20 ®iÓm (h¹ trang)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (kh¸ng ®éc h¹ y)	2	21	2405	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 25 ®iÓm (h¹ trang)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (kh¸ng ®éc h¹ y)	2	21	2406	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 30 ®iÓm (h¹ trang)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (kh¸ng ®éc h¹ y)	2	21	2407	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 35 ®iÓm (h¹ trang)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (kh¸ng ®éc h¹ y)	2	21	2408	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	§éc s¸t gi¶m 40 ®iÓm (h¹ trang)		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (gi¶m søc m¹nh)	2	21	2409	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	TÊn c«ng lµm kÎ ®Şch gi¶m 10 ®iÓm søc m¹nh (vò khİ) 		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (gi¶m søc m¹nh)	2	21	2410	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, søc m¹nh ®èi ph­¬ng gi¶m 15 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (gi¶m søc m¹nh)	2	21	2411	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	TÊn c«ng lµm kÎ ®Şch gi¶m 20 ®iÓm søc m¹nh (vò khİ) 		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (gi¶m søc m¹nh)	2	21	2412	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	TÊn c«ng lµm kÎ ®Şch gi¶m 25 ®iÓm søc m¹nh (vò khİ) 		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
