Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Sếp chồng nhiều nhất	Hồi phục thuộc tính1	Trị số phục hồi thuộc tính mỗi nữa giây (1)	Hồi phục thuộc tính2	Trị số phục hồi thuộc tính mỗi nữa giây (2)	Hồi phục thuộc tính3	Trị số phục hồi thuộc tính mỗi nữa giây (3)	Hồi phục thuộc tính4	Trị số phục hồi thuộc tính mỗi nữa giây (4)	Thời gian duy trì hiệu lực (Số chẵn)	Lưu ( Chữ số)	Lưu ( Chữ số)	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Lưu (chuỗi ký tự)	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	"Có thể giao dịch hay không ( 0 có thể giao dịch, có thể bán; 1 không thể giao dịch không thể bán; 2 có thể bán, không thể giao dịch; 3 không thể bán, có thể giao dịch; 4 có thể bán, sau khi mang vào sẽ bị khóa)"	Có/không thể vứt (0 được; 1 không được)	Bảo lưu 1	Bảo lưu 2	Bảo lưu 3	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Võ Lâm Mật ấn [Thổ]	2	1	30202	0	0	1												\image\item\other\ỂẦ_36.spr	\image\item\other\ỂẦ_80.spr	Võ Lâm Mật ấn [Thổ]		Thần bí	\script\online_activites\2010_06\activites_01\item\item_wlmy.lua	1	2	1							
WorldCup Cart	2	1	30203	0	0	1												\image\item\other\32ầẴẴăặơa1.spr	\image\item\other\32ầẴẴăặơa0.spr	Linh vật WorldCup 2010		Thần bí	\script\online_activites\2010_06\activites_03\item\item_sjbcw.lua	1	0	1							
Thẻ bài cổ động viên	2	1	30204	0	0	1												\image\item\other\zuqiua1.spr	\image\item\other\zuqiua0.spr	Sau khi sử dụng sẽ xuất hiện cổ động viên cực kỳ xinh đẹp		Thần bí	\script\online_activites\2010_06\activites_03\item\item_zqbbk.lua	1	0	1							
Túi khoáng thạch	2	1	30205	0	0	999												\image\item\other\ẴúấẰ̀ỹ_36.spr	\image\item\other\ẴúấẰ̀ỹ_80.spr	Túi chứa nhiều khoáng thạch lạ		Thần bí	\script\online_activites\2010_07\activites_01\item\item_kuangshibao.lua	1	0	0							
Long Thần Thạch	2	1	30206	0	0	999												\image\item\other\ẦỳẫủấẰ_36.spr	\image\item\other\ẦỳẫủấẰ_80.spr	Một trong các nguyên liệu để chế tạo Tứ Linh Bảo Thạch		Thần bí		1	0	0							
Phụng Thần Thạch	2	1	30207	0	0	999												\image\item\other\ãùẫủấẰ_36.spr	\image\item\other\ãùẫủấẰ_80.spr	Một trong các nguyên liệu để chế tạo Tứ Linh Bảo Thạch		Thần bí		1	0	0							
Hổ Thần Thạch	2	1	30208	0	0	999												\image\item\other\ằÂẫủấẰ_36.spr	\image\item\other\ằÂẫủấẰ_80.spr	Một trong các nguyên liệu để chế tạo Tứ Linh Bảo Thạch		Thần bí		1	0	0							
Ưng Thần Thạch	2	1	30209	0	0	999												\image\item\other\ểƠẫủấẰ_36.spr	\image\item\other\ểƠẫủấẰ_80.spr	Một trong các nguyên liệu để chế tạo Tứ Linh Bảo Thạch		Thần bí		1	0	0							
Tứ Linh Bảo Thạch	2	1	30210	0	0	100												\image\item\other\ậẤấẰ_36.spr	\image\item\other\ậẤấẰ_80.spr	Truyền Thuyết Tứ Linh vẫn còn nhiều điều bí ẩnẶ		Thần bí	\script\online_activites\2010_07\activites_01\item\item_slbaoshi.lua	1	0	1							
Tứ Linh Phục Nguyên Đơn	2	1	30211	0	0	100												\image\item\other\ậẤẦộ_36.spr	\image\item\other\ậẤẦộ_80.spr	Truyền Thuyết Tứ Linh vẫn còn nhiều điều bí ẩnẶ		Thần bí	\script\online_activites\2010_07\activites_01\item\item_slfuyuandan.lua	1	0	1							
Giám Định Bảo Thạch	2	1	30212	0	0	100												\image\item\other\ẳứảă_36.spr	\image\item\other\ẳứảă_80.spr	Một trong các nguyên liệu để chế tạo Tứ Linh Bảo Thạch		Thần bí		1	0	1							
Trứng Long Thần	2	1	30213	0	0	1												\image\item\other\Ầỳẫủà̀_36.spr	\image\item\other\Ầỳẫủà̀_80.spr	Thái  Cổ Thanh Long		Thần bí	\script\online_activites\2010_07\activites_01\item\item_longshendan.lua	1	2	1							
Trứng Phụng Thần	2	1	30214	0	0	1												\image\item\other\ãùẫủà̀_36.spr	\image\item\other\ãùẫủà̀_80.spr	Phồn Thiên Chu Tước		Thần bí	\script\online_activites\2010_07\activites_01\item\item_fengshendan.lua	1	2	1							
Trứng Hổ Thần	2	1	30215	0	0	1												\image\item\other\ằÂẫủà̀_36.spr	\image\item\other\ằÂẫủà̀_80.spr	Thái Cực Bạch Hổ		Thần bí	\script\online_activites\2010_07\activites_01\item\item_hushendan.lua	1	2	1							
Trứng Ưng Thần	2	1	30216	0	0	1												\image\item\other\ểƠẫủà̀_36.spr	\image\item\other\ểƠẫủà̀_80.spr	Cửu Thiên Côn Bằng		Thần bí	\script\online_activites\2010_07\activites_01\item\item_yingshendan.lua	1	2	1							
Trứng Kỳ Lân	2	1	30217	0	0	1												\image\item\other\ữốữởà̀_36.spr	\image\item\other\ữốữởà̀_80.spr	Trứng Kỳ Lân		Thần bí	\script\online_activites\2010_07\activites_01\item\item_qilingdan.lua	1	2	1							
Trứng ngẫu nhiên	2	1	30218	0	0	1												\image\item\other\ậổằỳà̀_36.spr	\image\item\other\ậổằỳà̀_80.spr	Trứng ngẫu nhiên		Thần bí	\script\online_activites\2010_07\activites_01\item\item_shuijidan.lua	1	0	1							
Kỷ Niệm 1000 năm Thăng Long	2	1	30219	0	0	100												\image\item\other\ẳỂẤợẫýẦỳềằầĐẤờ_36.spr	\image\item\other\ẳỂẤợẫýẦỳềằầĐẤờ_80.spr	Mừng Đại Lễ - Kỷ Niệm 1000 năm Thăng Long		Thần bí	\script\online_activites\2010_07\activites_01\item\item_qiannian.lua	1	2	1							
Hỗn Nguyên Công 2 thành	2	1	30220	0	0	1												\image\item\other\2́ẫ_36.spr	\image\item\other\2́ẫ_80.spr	Hợp Tướng Quy Nguyên		Thần bí	\script\online_activites\2010_07\activites_01\item\item_hunyuan2.lua	1	2	1							
Hỗn Nguyên Công 4 thành	2	1	30221	0	0	1												\image\item\other\4́ẫ_36.spr	\image\item\other\4́ẫ_80.spr	Thần Hình Thủ Chính		Thần bí	\script\online_activites\2010_07\activites_01\item\item_hunyuan4.lua	1	2	1							
Hỗn Nguyên Công 6 thành	2	1	30222	0	0	1												\image\item\other\6́ẫ_36.spr	\image\item\other\6́ẫ_80.spr	Hỗn Tục Hòa Quang		Thần bí	\script\online_activites\2010_07\activites_01\item\item_hunyuan6.lua	1	2	1							
Hỗn Nguyên Công 8 thành	2	1	30223	0	0	1												\image\item\other\8́ẫ_36.spr	\image\item\other\8́ẫ_80.spr	Độn Nhiêm Vô Cấu		Thần bí	\script\online_activites\2010_07\activites_01\item\item_hunyuan8.lua	1	2	1							
Hỗn Nguyên Công 10 thành	2	1	30224	0	0	1												\image\item\other\10́ẫ_36.spr	\image\item\other\10́ẫ_80.spr	Sinh Tử Vô Ngã		Thần bí	\script\online_activites\2010_07\activites_01\item\item_hunyuan10.lua	1	2	1							
Nguyên Liệu Làm Bánh	2	1	30225	0	0	999												\image\item\other\ệệìệ̉ỹ_36.spr	\image\item\other\ệệìệ̉ỹ.spr	Túi chưa nguyên liệu làm bánh ngon		Thần bí		1	0	0							
Bánh Kem Sôcôla	2	1	30226	0	0	999												\image\item\other\à̀áõ_36.spr	\image\item\other\à̀áõ.spr	"Bánh kem sôcôla, ăn nhiều sẽ béo ú"		Thần bí	\script\online_activites\2010_08\activites_01\item\item_qiaokelidangao.lua	1	0	1							
Bí Quyết Làm Bánh	2	1	30227	0	0	1												\image\item\other\ấệ̃ỏ_36.spr	\image\item\other\ấệ̃ỏ.spr	Dựa theo bí quyết này có thể làm ra các loại bánh rất ngon		Thần bí		1	0	1							
Bách Kim Hồng Bao (trống)	2	1	30228	0	0	1												\image\item\other\̀ìẵỖẲỡ̀ỹ_Ẵế_36.spr	\image\item\other\̀ìẵỖẲỡ̀ỹ_Ẵế.spr	Dùng để chứa 4000 vàng		Thần bí	\script\online_activites\2010_08\activites_01\item\item_baijinhongbao.lua	1	0	1							
Bạch Kim Hồng Bao	2	1	30229	0	0	999												\image\item\other\̀ìẵỘ̃úẲỡ̀ỹ_36.spr	\image\item\other\̀ìẵỘ̃úẲỡ̀ỹ.spr	Có chứa 4000 vàng bên trong		Thần bí	\script\online_activites\2010_08\activites_01\item\item_baijindahongbao.lua	1	0	1							
Xu	2	1	30230	0	0	1000												\image\item\other\ẵỖ̉ề_36.spr	\image\item\other\ẵỖ̉ề.spr	Võ Lâm Truyền Kỳ 2		Thần bí	\script\online_activites\2010_08\activites_01\item\item_jinbi.lua	1	0	1							
Đàn Hương Mộc	2	1	30231	0	0	1												\image\item\other\orwood_003a1.spr	\image\item\other\orwood_003a0.spr	Loại gỗ này phảng phất mùi đàn hương		Thần bí		1	2	1							
Tứ Linh Lệnh	2	1	30232	0	0	1												\image\item\other\quest_008a1.spr	\image\item\other\quest_008a0.spr	Tứ linh lệnh ẩn chứa huyền cơ		Thần bí	\script\online_activites\tiaozhansilingboss\item\item_silingling.lua	1	0	1							
Bột mì	2	1	30233	0	0	999												\image\item\other\ẪổãỒ_36.spr	\image\item\other\ẪổãỒ_80.spr	"Bột mì hảo hạng, nguyên liệu tốt nhất dùng để nướng bánh"		Thần bí		1	0	0							
Nhân bánh	2	1	30234	0	0	1												\image\item\other\ễẨ̉ýẽẾ_36.spr	\image\item\other\ễẨ̉ýẽẾ_80.spr	Nhân bánh thơm ngon		Thần bí		1	0	0							
Củi	2	1	30235	0	0	999												\image\item\other\̃ủằỖ_36.spr	\image\item\other\̃ủằỖ_80.spr	Củi khô		Thần bí		1	0	0							
Bánh trung thu	2	1	30236	0	0	999												\image\item\other\ễẨ̉ý_36.spr	\image\item\other\ễẨ̉ý_80.spr	"Bánh lễ đêm Trung Thu, thơm ngon hấp dẫn"		Thần bí	\script\online_activites\2010_09\activites_01\item\item_mooncake.lua	1	0	1							
Bánh trung thu đã nướng chín	2	1	30237	0	0	999												\image\item\other\ẴắấỡàẤễẨ̉ý_36.spr	\image\item\other\ẴắấỡàẤễẨ̉ý_80.spr	"Bánh Trung Thu đã nướng chín, thơm ngon hấp dẫn"		Thần bí	\script\online_activites\2010_09\activites_01\item\item_cookedmooncake.lua	1	0	1							
Bánh Trung Thu chưa chín	2	1	30238	0	0	999												\image\item\other\ẪằẴắấỡàẤễẨ̉ý_36.spr	\image\item\other\ẪằẴắấỡàẤễẨ̉ý_80.spr	"Bánh Trung Thu chưa chín, cẩn thận khi sử dụng"		Thần bí	\script\online_activites\2010_09\activites_01\item\item_uncookedmooncake.lua	1	0	1							
Nến Vàng	2	1	30239	0	0	1												\image\item\other\ẮẰệũ_36.spr	\image\item\other\ẮẰệũ_80.spr	Nến dùng thấp sáng hoa đăng		Thần bí		1	2	1							
Tiếu ngạo giang hồ lục	2	1	30240	0	0	1												\image\item\other\coll_024a1.spr	\image\item\other\coll_024a0.spr	"Tiếu ngạo giang hồ lục, hỗ trợ các hạ ngạo du giang hồ"		Thần bí	\script\online_activites\xinshouzhiyin\item\item_xiaoaojianghulu.lua	1	2	1							
Túi May Mắn	2	1	30241	0	0	1												\image\item\other\éềễậáỆỹa1.spr	\image\item\other\éềễậáỆỹa0.spr	May mắn đang chờ đón các hạ		Thần bí	\script\task\happiness_bag\happiness_bag.lua	1	2	1							
Siêu Nhân	2	1	30242	0	0	1												\image\item\book\jue_001a1.spr	\image\item\book\jue_001a0.spr	Siêu hơn người thường chính là Siêu Nhân		Thần bí	\script\online_activites\2010_11\activity_01\item\SuperMan.lua	1	0	0							
Danh hiệu võ lâm	2	1	30243	0	0	1												\image\item\book\jue_001a1.spr	\image\item\book\jue_001a0.spr	Danh hiệu võ lâm ai cũng có thể sở hữu		Thần bí	\script\online_activites\2010_11\activity_01\item\Nickname.lua	1	0	0							
Thuốc sổ mũi	2	1	30244	0	0	999												\image\item\other\somui_36.spr	\image\item\other\somui.spr	Thuốc trị sổ mũi đặc hiệu		Thần bí	\script\online_activites\2010_11\activity_01\item\CoryzaKiller.lua	1	0	1							
Thuốc cảm	2	1	30245	0	0	999												\image\item\other\thuoccam_36.spr	\image\item\other\thuoccam.spr	Thuốc chuyên trị ngoại cảm		Thần bí	\script\online_activites\2010_11\activity_01\item\ColdKiller.lua	1	0	1							
Thuốc nhức đầu	2	1	30246	0	0	999												\image\item\other\nhucdau_36.spr	\image\item\other\nhucdau.spr	Thuốc chuyên trị nhức đầu		Thần bí	\script\online_activites\2010_11\activity_01\item\HeadacheKiller.lua	1	0	1							
Thuốc tiêu chảy	2	1	30247	0	0	999												\image\item\other\tieuchay_36.spr	\image\item\other\tieuchay.spr	Thuốc trị tiêu chảy đặc hiệu		Thần bí	\script\online_activites\2010_11\activity_01\item\Antidiarrheal.lua	1	0	1							
Thuốc đau bụng	2	1	30248	0	0	999												\image\item\other\daubung_36.spr	\image\item\other\daubung.spr	Thuốc chuyên trị đau bụng		Thần bí	\script\online_activites\2010_11\activity_01\item\StomachacheKiller.lua	1	0	1							
Thuốc ho	2	1	30249	0	0	999												\image\item\other\thuocho_36.spr	\image\item\other\thuocho.spr	Thuốc trị ho đặc hiệu		Thần bí	\script\online_activites\2010_11\activity_01\item\CoughKiller.lua	1	0	1							
Hoa Hướng Dương	2	1	30250	0	0	999												\image\item\other\hoahuongduong_36.spr	\image\item\other\hoahuongduong.spr	Hoa Hướng Dương		Thần bí		1	0	0							
Giấy gói hoa	2	1	30251	0	0	1												\image\item\other\giaygoihoa_36.spr	\image\item\other\giaygoihoa.spr	Giấy gói hoa chuyên dụng		Thần bí		1	0	1							
Đóa Hoa Hướng Dương	2	1	30252	0	0	999												\image\item\other\bohuongduong_36.spr	\image\item\other\bohuongduong.spr	Đóa Hoa Hướng Dương		Thần bí	\script\online_activites\2010_11\activity_02\item\SunFlower.lua	1	0	1							
Hoa hồng đỏ	2	1	30253	0	0	999												\image\item\other\hoahong_36.spr	\image\item\other\hoahong.spr	Hoa hồng đỏ		Thần bí		1	0	0							
Hoa hồng phấn	2	1	30254	0	0	999												\image\item\other\hoahongnhat_36.spr	\image\item\other\hoahongnhat.spr	Hoa hồng phấn		Thần bí		1	0	0							
Hoa hồng vàng	2	1	30255	0	0	999												\image\item\other\hoahongnvang_36.spr	\image\item\other\hoahongnvang.spr	Hoa hồng vàng		Thần bí		1	0	0							
Hoa Hồng Trắng	2	1	30256	0	0	999												\image\item\other\hoahongntrang_36.spr	\image\item\other\hoahongntrang.spr	Hoa Hồng Trắng		Thần bí		1	0	0							
Lăng Ba Tàn Quyển	2	1	30257	0	0	999												\image\item\other\langbatanquyen_36.spr	\image\item\other\langbatanquyen.spr	Tàn quyển của mật tịch Lăng Ba Vi Bộ		Thần bí		1	0	0							
Thưởng Thiện Lệnh	2	1	30258	0	0	999												\image\item\other\thuongthienlenh_36.spr	\image\item\other\thuongthienlenh.spr	Thưởng Thiện Lệnh		Thần bí		1	0	0							
Phạt ác Lệnh	2	1	30259	0	0	999												\image\item\other\phataclenh_36.spr	\image\item\other\phataclenh.spr	Phạt ác Lệnh		Thần bí		1	0	0							
Sắt	2	1	30260	0	0	999												\image\item\other\cucsat_36.spr	\image\item\other\cucsat.spr	Sắt		Thần bí	\script\online_activites\2010_11\activity_03\item\iron.lua	1	0	0							
Đá	2	1	30261	0	0	999												\image\item\other\cucda_36.spr	\image\item\other\cucda.spr	Đá		Thần bí	\script\online_activites\2010_11\activity_03\item\stone.lua	1	0	0							
Lúa	2	1	30262	0	0	999												\image\item\other\caylua_36.spr	\image\item\other\caylua.spr	Lúa		Thần bí	\script\online_activites\2010_11\activity_03\item\rice.lua	1	0	0							
Gỗ	2	1	30263	0	0	999												\image\item\other\khucgo_36.spr	\image\item\other\khucgo.spr	Gỗ		Thần bí	\script\online_activites\2010_11\activity_03\item\wood.lua	1	0	0							
Củi	2	1	30264	0	0	1												\image\item\other\ằỖ̃ủ36.spr	\image\item\other\ằỖ̃ủ80.spr	Củi khô		Thần bí	\script\online_activites\2010_12\activites_01\item\activity_bag.lua	1	1	1							
Chuông Giáng Sinh	2	1	30265	0	0	999												\image\item\other\ấƠàđẦồợừ_36.spr	\image\item\other\ấƠàđẦồợừ_80.spr	Chuông Giáng Sinh		Thần bí		1									
Hộp quà giáng sinh	2	1	30266	0	0	999												\image\item\other\ấƠàđẮủẲé_36.spr	\image\item\other\ấƠàđẮủẲé_80.spr	Hộp quà Giáng Sinh		Thần bí	\script\online_activites\2010_12\activites_01\item\xmas_bag.lua	1		1							
Cẩm nang hoạt động	2	1	30267	0	0	1												\image\item\other\ằợảẰẵừẤề36.spr	\image\item\other\ằợảẰẵừẤề80.spr	Cẩm nang hoạt động		Thần bí		1	1	1							
Hạt Giống Bạch Kim	2	1	30268	0	0	1												\image\item\other\̀ìẵỖệệìể36.spr	\image\item\other\̀ìẵỖệệìể80.spr	"Hạt giống Bạch Kim, có thể trồng ra cây Bạch Kim"		Thần bí	\script\online_activites\2010_12\activites_01\item\planttrees_to_baijin.lua	1	0	1							
Cây Tứ Linh	2	1	30269	0	0	1												\image\item\other\ậẤẦộấữệệìể36.spr	\image\item\other\ậẤẦộấữệệìể80.spr	"Cậy giống Tứ Linh, dùng để trồng cây Tứ Linh thần kỳ"		Thần bí	\script\online_activites\2010_12\activites_04\item\item_4soultreeseed.lua	1	0	1							
Thanh Long Quả	2	1	30270	0	0	999												\image\item\other\ầỔẦỳạỷ36.spr	\image\item\other\ầỔẦỳạỷ80.spr	Phần thưởng nhận được sau khi trồng và thu thập cây Tứ Linh		Thần bí		1	0	0							
Hỏa Phụng Hoa	2	1	30271	0	0	999												\image\item\other\ằỖãùằă36.spr	\image\item\other\ằỖãùằă80.spr	Phần thưởng nhận được sau khi trồng và thu thập cây Tứ Linh		Thần bí		1	0	0							
Bạch Hổ Diệp	2	1	30272	0	0	999												\image\item\other\̀ìằÂềả36.spr	\image\item\other\̀ìằÂềả80.spr	Phần thưởng nhận được sau khi trồng và thu thập cây Tứ Linh		Thần bí		1	0	0							
Huyền Vũ Căn	2	1	30273	0	0	999												\image\item\other\éỵẻọáự36.spr	\image\item\other\éỵẻọáự80.spr	Phần thưởng nhận được sau khi trồng và thu thập cây Tứ Linh		Thần bí		1	0	0							
Bình tiên lộ	2	1	30274	0	0	999												\image\item\other\ẽẫẨảặẴ36.spr	\image\item\other\ẽẫẨảặẴ80.spr	Đạo cụ dùng để nuôi dưỡng cây Tứ Linh		Thần bí		1	0	0							
Binh phân bón	2	1	30275	0	0	999												\image\item\other\ãấẦẽặẴ36.spr	\image\item\other\ãấẦẽặẴ80.spr	Đạo cụ dùng để nuôi dưỡng cây Tứ Linh		Thần bí		1	0	0							
Thuốc trừ sâu	2	1	30276	0	0	999												\image\item\other\ẫ̉́ổậđ36.spr	\image\item\other\ẫ̉́ổậđ80.spr	Đạo cụ dùng để nuôi dưỡng cây Tứ Linh		Thần bí		1	0	0							
Hoa Mai	2	1	30277	0	0	999												\image\item\other\Ẫãằă36.spr	\image\item\other\Ẫãằă.spr	Xuân về mai nở chan hòa hạnh phúc 		Thần bí		1	0	0							
Mâm Ngũ Quả	2	1	30278	0	0	999												\image\item\other\ẻồạỷỀè36.spr	\image\item\other\ẻồạỷỀè.spr	Cầu Ọ Dừa Ọ Đủ Ọ Xoài Ọ Sung		Thần bí	\script\online_activites\2011_01\activity_01\item\five_fruits.lua	1	0	1							
Tân Mão Đại Hồng Bao	2	1	30279	0	0	999												\image\item\other\éẨẤợ̀úẲỡ̀ỹ36.spr	\image\item\other\éẨẤợ̀úẲỡ̀ỹ.spr	Tân Mão Đại Hồng Bao		Thần bí	\script\item\dahongbao.lua	1	0	1							
Lễ Bao Đại Cát	2	1	30280	0	0	999												\image\item\other\̣úẳệúẮỷẲỡ̀ỹ36.spr	\image\item\other\̣úẳệúẮỷẲỡ̀ỹ.spr	Bao Lì Xì		Thần bí	\script\item\dahongbao.lua	1	2	1							
Gói Nông Sản	2	1	30281	0	0	1												\image\item\other\Ềẫỳãỏấệ́ỹ36.spr	\image\item\other\Ềẫỳãỏấệ́ỹ.spr	Gói chứa các loại nông sản cần thiết cho việc trồng trọt		Thần bí	\script\item\item_billing\fengshoudai.lua	1	2	1							
Gói Tiên Đơn	2	1	30282	0	0	1												\image\item\other\ẽẫàÔẮủ̀ỹ36.spr	\image\item\other\ẽẫàÔẮủ̀ỹ.spr	Gói chứa các loại tiên đơn nhu yếu phẩm		Thần bí	\script\item\item_billing\xiandanlibao.lua	1	2	1							
Trứng Linh Thú	2	1	30283	0	0	1												\image\item\other\à̀.spr	\image\item\other\à̀80.spr	Có thể ấp ra Linh Thú		Thần bí		1	0	1							
Võ Lâm Hoàng Kim Lệnh	2	1	30284	0	0	999												\image\item\other\ẻọẦệằặẵỖẦợa1.spr	\image\item\other\ẻọẦệằặẵỖẦợa0.spr	"Phần thưởng do Võ Lâm Minh Chủ ban phát, thưởng cho các vị anh hùng hào kiệt có cống hiến kiệt xuất. Có thể đến tìmTrưởng Lão Thần Binh Các để đổi trang bị Sư Môn Hoàng Kim."		Thần bí	\script\online_activites\shimen_tier4\item\wulinhuangjinling.lua	1	0	1							
